Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDL56,14.1,Low Fat,0.12575682400000002,Fruits and Vegetables,87.1198,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2529.3742
FDG29,17.6,Low Fat,0.056243407,Frozen Foods,41.7454,OUT017,2007.0,Small,Tier 2,Supermarket Type1,209.727
FDJ38,8.6,Regular,0.040432954,Canned,191.653,OUT017,2007.0,Small,Tier 2,Supermarket Type1,3795.06
FDW39,6.69,Regular,0.036903419,Meat,175.137,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1235.059
FDU25,12.35,Low Fat,0.026735372,Canned,57.4246,OUT045,2002.0,Small,Tier 2,Supermarket Type1,810.9444
FDW36,11.15,Low Fat,0.056921876,Baking Goods,107.1622,OUT035,2004.0,Small,Tier 2,Supermarket Type1,423.4488
FDL39,16.1,Regular,0.06331937900000001,Dairy,180.9318,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1984.7498
FDS37,7.655,Low Fat,0.032125561000000004,Canned,115.7492,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2548.6824
FDT25,7.5,Low Fat,0.05074138,Canned,123.2072,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1837.608
FDR34,17.0,Regular,0.015997687,Snack Foods,229.1352,OUT045,2002.0,Small,Tier 2,Supermarket Type1,4580.7040000000015
FDW32,18.35,Regular,0.094488071,Fruits and Vegetables,87.1882,OUT045,2002.0,Small,Tier 2,Supermarket Type1,515.3292
NCL06,14.65,Low Fat,0.072212787,Household,260.9594,OUT045,2002.0,Small,Tier 2,Supermarket Type1,2878.2534
NCO14,9.6,Low Fat,0.02981155,Household,45.2086,OUT017,2007.0,Small,Tier 2,Supermarket Type1,669.1289999999998
FDW52,14.0,Regular,0.037734782,Frozen Foods,166.4526,OUT017,2007.0,Small,Tier 2,Supermarket Type1,4769.1254
NCZ30,6.59,Low Fat,0.024956211142857145,Household,119.1098,OUT017,2007.0,Small,Tier 2,Supermarket Type1,964.0784
FDX31,20.35,Regular,0.014822802,Fruits and Vegetables,234.0958,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2570.6538
FDN56,5.46,Regular,0.107662745,Fruits and Vegetables,143.8786,OUT017,2007.0,Small,Tier 2,Supermarket Type1,4334.358
FDJ44,12.3,Regular,0.106307146,Fruits and Vegetables,174.9396,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1569.9564
FDI08,18.2,Regular,0.06667205799999999,Fruits and Vegetables,248.1092,OUT017,2007.0,Small,Tier 2,Supermarket Type1,4233.1564
FDY15,18.25,Regular,0.171174491,Dairy,156.463,OUT045,2002.0,Small,Tier 2,Supermarket Type1,938.778
DRO47,10.195,Low Fat,0.112859454,Hard Drinks,114.486,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2490.092
FDW21,5.34,Regular,0.005962753,Snack Foods,102.4358,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2010.716
FDM09,11.15,Regular,0.086105815,Snack Foods,167.87900000000005,OUT045,2002.0,Small,Tier 2,Supermarket Type1,2886.243
FDS57,15.5,Low Fat,0.09969709442857144,Snack Foods,141.547,OUT017,2007.0,Small,Tier 2,Supermarket Type1,3006.087
NCH29,5.51,Low Fat,0.034467286,Health and Hygiene,96.7726,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2642.5602
FDU02,13.35,Low Fat,0.1027194,Dairy,228.8352,OUT045,2002.0,Small,Tier 2,Supermarket Type1,5267.8096
NCW53,18.35,Low Fat,0.030556922,Health and Hygiene,190.6162,OUT045,2002.0,Small,Tier 2,Supermarket Type1,3271.0754
FDO46,9.6,Regular,0.011843190666666668,Snack Foods,191.0872,OUT017,2007.0,Small,Tier 2,Supermarket Type1,4349.0056
FDJ44,12.3,Regular,0.106928681,Fruits and Vegetables,173.7396,OUT017,2007.0,Small,Tier 2,Supermarket Type1,3663.2316
FDN22,18.85,Regular,0.138585859,Snack Foods,252.4724,OUT045,2002.0,Small,Tier 2,Supermarket Type1,3271.7412
FDK48,7.445,Low Fat,0.037708542000000005,Baking Goods,74.7354,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1128.531
FDQ40,11.1,Regular,0.036020711000000004,Frozen Foods,177.2712,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2109.2544
FDH10,21.0,Low Fat,0.049295686,Snack Foods,194.4478,OUT035,2004.0,Small,Tier 2,Supermarket Type1,968.739
FDM21,20.2,Low Fat,0.06449461,Snack Foods,259.2646,OUT045,2002.0,Small,Tier 2,Supermarket Type1,3091.9752
FDX12,18.2,Regular,0.026117345,Baking Goods,239.2196,OUT045,2002.0,Small,Tier 2,Supermarket Type1,3133.2548
FDC10,9.8,Regular,0.073289899,Snack Foods,120.8098,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1325.6078
FDX51,9.5,Regular,0.022054553,Meat,195.4452,OUT035,2004.0,Small,Tier 2,Supermarket Type1,4502.1396
FDZ01,8.975,Regular,0.009057132,Canned,104.099,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2476.776
FDR25,17.0,Regular,0.140311123,Canned,265.6884,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2649.884
FDB26,14.0,Regular,0.031330907000000005,Canned,52.364,OUT045,2002.0,Small,Tier 2,Supermarket Type1,745.696
DRD01,12.1,Regular,0.06152156900000001,Soft Drinks,55.8614,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1436.7964
FDG32,19.85,Low Fat,0.176991029,Fruits and Vegetables,221.5772,OUT017,2007.0,Small,Tier 2,Supermarket Type1,3558.0352
FDY49,17.2,Regular,0.0120098,Canned,163.1184,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2807.0128
FDD26,8.71,Regular,0.072141818,Canned,183.3924,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2776.386
DRD27,18.75,Low Fat,0.022682492,Dairy,97.9042,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1686.4714
FDD10,20.6,Regular,0.04391608342857144,Snack Foods,178.1344,OUT035,2004.0,Small,Tier 2,Supermarket Type1,3568.688
FDS37,7.655,Low Fat,0.031938827999999995,Canned,114.1492,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1158.492
FDY48,14.0,Low Fat,0.023730384,Baking Goods,104.3332,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1435.4648
FDB58,10.5,Regular,0.013572808,Snack Foods,143.2154,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1559.9694
NCV41,14.35,Low Fat,0.017073332,Health and Hygiene,109.5228,,2002.0,Small,Tier 2,Supermarket Type1,1657.842
FDI40,11.5,Regular,0.126313413,Frozen Foods,100.6358,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2010.716
FDR37,16.5,Regular,0.066383907,Breakfast,180.4292,OUT045,2002.0,Small,Tier 2,Supermarket Type1,2189.1504
FDB39,11.6,Low Fat,0.038736838,Dairy,55.8272,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1454.1072
DRD13,15.0,Low Fat,0.049178998,Soft Drinks,65.6168,OUT045,2002.0,Small,Tier 2,Supermarket Type1,639.168
NCZ18,7.825,Low Fat,0.17694143399999998,Household,253.4698,OUT017,2007.0,Small,Tier 2,Supermarket Type1,6849.0846
FDO37,8.06,Low Fat,0.021497594,Breakfast,230.3326,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1386.1956
NCJ19,18.6,Low Fat,0.118419683,Others,58.3588,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1545.9876
FDZ58,17.85,Low Fat,0.052471995,Snack Foods,123.7072,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2450.144
FDD56,15.2,Regular,0.117961354,Fruits and Vegetables,177.0054,OUT045,2002.0,Small,Tier 2,Supermarket Type1,3677.2134
FDG32,19.85,Low Fat,0.175962247,Fruits and Vegetables,223.0772,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1779.0176
DRI03,6.03,Low Fat,0.0226994,Dairy,176.4028,OUT035,2004.0,Small,Tier 2,Supermarket Type1,4250.4672
FDH28,15.85,Regular,0.110653377,Frozen Foods,36.9506,OUT017,2007.0,Small,Tier 2,Supermarket Type1,759.012
NCQ29,12.0,Low Fat,0.09557454900000001,Health and Hygiene,262.3278,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1561.9668
FDT34,9.3,Low Fat,0.17533647100000002,Snack Foods,105.61306670000002,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1472.7496
FDD11,12.85,Low Fat,0.030789914,Starchy Foods,254.904,OUT017,2007.0,Small,Tier 2,Supermarket Type1,3036.048
FDW32,18.35,Regular,0.094279004,Fruits and Vegetables,86.3882,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1545.9876
FDQ47,7.155,Regular,0.16852746300000002,Breads,33.6874,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1023.3346
FDT07,5.82,Regular,0.077304459,Fruits and Vegetables,257.633,OUT035,2004.0,Small,Tier 2,Supermarket Type1,4613.9940000000015
FDC04,15.6,Low Fat,0.045076878,Dairy,241.3854,OUT045,2002.0,Small,Tier 2,Supermarket Type1,2900.2248
NCG07,12.3,Low Fat,0.052492122,Household,191.053,OUT035,2004.0,Small,Tier 2,Supermarket Type1,3415.554
FDQ03,15.0,Regular,0.077999504,Meat,238.0248,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1896.1984
DRF27,8.93,Low Fat,0.028417272,Dairy,154.534,OUT046,1997.0,Small,Tier 2,Supermarket Type1,2603.278
FDT12,6.215,Regular,0.049902382,Baking Goods,225.8062,OUT017,2007.0,Small,Tier 2,Supermarket Type1,3159.8868
FDD40,20.25,Regular,0.014823358,Dairy,190.7162,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1154.4972
FDB16,8.21,Low Fat,0.045016894,Dairy,87.6198,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1133.8574
FDF16,7.3,Low Fat,0.086307051,Frozen Foods,146.8076,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1330.2684
DRF01,5.655,Low Fat,0.176070535,Soft Drinks,144.0102,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1749.7224
NCH54,13.5,Low Fat,0.072655379,Household,157.792,OUT035,2004.0,Small,Tier 2,Supermarket Type1,3994.8
NCW06,16.2,Low Fat,0.050442528,Household,190.8162,OUT045,2002.0,Small,Tier 2,Supermarket Type1,2693.8268
FDV59,13.35,Low Fat,0.048017962,Breads,219.6166,OUT035,2004.0,Small,Tier 2,Supermarket Type1,3483.4656
FDA32,14.0,Low Fat,0.031952819142857136,Fruits and Vegetables,216.9192,OUT017,2007.0,Small,Tier 2,Supermarket Type1,6471.576
DRQ35,9.3,Low Fat,0.042377219,Hard Drinks,123.7388,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1609.9044
FDQ13,11.1,Low Fat,0.010663188999999998,Canned,82.3908,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1342.2528
FDK20,12.6,Regular,0.041641933,Fruits and Vegetables,121.1072,OUT045,2002.0,Small,Tier 2,Supermarket Type1,980.0576
FDK34,13.35,Low Fat,0.030791791,Snack Foods,239.3564,OUT017,2007.0,Small,Tier 2,Supermarket Type1,3098.6332
FDH33,12.85,Low Fat,0.12241394,Snack Foods,42.9428,OUT017,2007.0,Small,Tier 2,Supermarket Type1,703.0848
NCO29,11.15,Low Fat,0.032321607999999995,Health and Hygiene,165.6526,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1315.6208
FDK22,9.8,Low Fat,0.026139404,Snack Foods,216.785,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1947.465
FDY25,12.0,Low Fat,0.034166609,Canned,181.2976,OUT017,2007.0,Small,Tier 2,Supermarket Type1,5070.7328
FDD05,19.35,Low Fat,0.016705436,Frozen Foods,120.8098,OUT017,2007.0,Small,Tier 2,Supermarket Type1,3374.2744
FDS47,16.75,Low Fat,0.12961476,Breads,86.1856,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1406.1696
FDF44,7.17,Regular,0.059849153,Fruits and Vegetables,129.4968,OUT045,2002.0,Small,Tier 2,Supermarket Type1,3392.9168
FDX49,4.615,Regular,0.102038294,Canned,231.93,OUT045,2002.0,Small,Tier 2,Supermarket Type1,2563.33
NCN53,5.175,Low Fat,0.030527166,Health and Hygiene,33.5874,OUT017,2007.0,Small,Tier 2,Supermarket Type1,635.1732
FDP34,12.85,Low Fat,0.1305448306,Snack Foods,155.463,OUT035,2004.0,Small,Tier 2,Supermarket Type1,4068.038
FDY04,17.7,Regular,0.042716709000000005,Frozen Foods,163.221,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1794.331
FDG20,15.5,Regular,0.125942816,Fruits and Vegetables,176.0028,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1239.7196
NCH55,16.35,Low Fat,0.036789703142857136,Household,127.902,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2150.534
FDX52,11.5,Regular,0.04224015,Frozen Foods,194.982,OUT017,2007.0,Small,Tier 2,Supermarket Type1,3089.312
FDW03,5.63,Regular,0.024536636,Meat,106.1306,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2090.612
NCJ06,20.1,Low Fat,0.034646067,Household,120.6782,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1310.9602
FDS35,9.3,Low Fat,0.11144608,Breads,64.6826,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1097.9042
FDO48,15.0,Regular,0.0268952,Baking Goods,220.3456,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1989.4104
FDT35,19.85,Regular,0.081916124,Breads,167.6816,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1845.5976
DRE27,11.85,Low Fat,0.132939639,Dairy,98.0726,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1761.7068
FDF41,12.15,Low Fat,0.131921819,Frozen Foods,246.346,OUT017,2007.0,Small,Tier 2,Supermarket Type1,739.038
FDF05,17.5,Low Fat,0.026865809,Frozen Foods,261.691,OUT035,2004.0,Small,Tier 2,Supermarket Type1,4207.856
FDP57,17.5,Low Fat,0.052740763,Snack Foods,103.799,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1135.189
FDJ52,7.145,Low Fat,0.017822936,Frozen Foods,161.3578,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1123.2046
FDY45,17.5,Low Fat,0.026195131,Snack Foods,252.6356,OUT045,2002.0,Small,Tier 2,Supermarket Type1,2543.356
FDY47,8.6,Regular,0.054474158,Breads,131.031,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1038.648
FDH58,12.3,Low Fat,0.037148619,Snack Foods,116.8834,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2649.2182
FDR59,14.5,Regular,0.064224789,Breads,262.7594,OUT017,2007.0,Small,Tier 2,Supermarket Type1,7064.8038
FDH35,18.25,Low Fat,0.060589424,Starchy Foods,162.5526,OUT017,2007.0,Small,Tier 2,Supermarket Type1,986.7156
FDX08,12.85,Low Fat,0.022649893,Fruits and Vegetables,179.3318,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1263.0226
FDL20,17.1,Low Fat,0.128390273,Fruits and Vegetables,111.9886,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1445.4518
FDT55,13.6,Regular,0.043743689,Fruits and Vegetables,157.7946,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1104.5622
NCR05,10.1,Low Fat,0.054620504,Health and Hygiene,197.5084,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2976.126
NCY17,18.2,Low Fat,0.13049431279999998,Health and Hygiene,44.1086,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1115.215
NCA06,20.5,Low Fat,0.143574191,Household,37.219,OUT045,2002.0,Small,Tier 2,Supermarket Type1,476.047
FDP22,14.65,Regular,0.099333217,Snack Foods,51.3666,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1076.5986
FDW37,19.2,Low Fat,0.12475207,Canned,90.9488,OUT017,2007.0,Small,Tier 2,Supermarket Type1,633.8416
FDB40,17.5,Regular,0.007538459,Dairy,144.2102,OUT035,2004.0,Small,Tier 2,Supermarket Type1,4082.6856
FDC51,10.895,Regular,0.009676286,Dairy,122.873,OUT017,2007.0,Small,Tier 2,Supermarket Type1,3448.844
FDP52,18.7,Regular,0.056622484000000015,Frozen Foods,229.201,OUT035,2004.0,Small,Tier 2,Supermarket Type1,3215.8140000000008
FDT27,11.395,Regular,0.069728296,Meat,233.9616,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1406.1696
NCW54,7.5,Low Fat,0.09660879,Household,56.9588,OUT045,2002.0,Small,Tier 2,Supermarket Type1,744.3644
FDS59,14.8,Regular,0.043982464000000006,Breads,110.657,OUT045,2002.0,Small,Tier 2,Supermarket Type1,2966.139
FDR49,8.71,Low Fat,0.139202085,Canned,46.1376,OUT035,2004.0,Small,Tier 2,Supermarket Type1,383.5008
FDL48,19.35,Regular,0.082250863,Baking Goods,48.7034,OUT035,2004.0,Small,Tier 2,Supermarket Type1,534.6374
FDP28,13.65,Regular,0.08062523,Frozen Foods,259.6936,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2087.9488
FDZ43,11.0,Regular,0.057047756,Fruits and Vegetables,240.4512,OUT035,2004.0,Small,Tier 2,Supermarket Type1,7028.1848
FDV03,17.6,Low Fat,0.058209079,Meat,153.6314,OUT045,2002.0,Small,Tier 2,Supermarket Type1,5274.4676
FDN04,11.8,Regular,0.011753496833333332,Frozen Foods,179.2344,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2141.2128
FDG29,17.6,Low Fat,0.056281276,Frozen Foods,40.3454,OUT035,2004.0,Small,Tier 2,Supermarket Type1,796.9626
DRI23,18.85,Low Fat,0.13797299300000002,Hard Drinks,158.4578,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1444.1202
FDY57,20.2,Regular,0.121940099,Snack Foods,95.3752,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1150.5024
FDC50,15.85,Low Fat,0.13727,Canned,94.4094,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1904.188
FDT40,5.985,Low Fat,0.095989602,Frozen Foods,127.3678,OUT045,2002.0,Small,Tier 2,Supermarket Type1,508.6712
FDD50,18.85,Low Fat,0.141636659,Canned,170.4132,OUT017,2007.0,Small,Tier 2,Supermarket Type1,4396.9432
FDQ46,7.51,Low Fat,0.104400238,Snack Foods,113.5544,OUT017,2007.0,Small,Tier 2,Supermarket Type1,894.8352
NCW06,16.2,Low Fat,0.0471745564,Household,190.8162,OUT035,2004.0,Small,Tier 2,Supermarket Type1,3271.0754
FDE02,8.71,Low Fat,0.121936216,Canned,94.4778,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2628.5784
FDP11,15.85,Low Fat,0.069240685,Breads,217.5166,OUT045,2002.0,Small,Tier 2,Supermarket Type1,653.1498
FDB08,6.055,Low Fat,0.03127929,Fruits and Vegetables,160.3578,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2406.867
FDI33,16.5,Low Fat,0.028476451,Snack Foods,91.0146,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1368.219
FDO13,7.865,Low Fat,0.061183503,Breakfast,164.5526,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1644.526
DRL59,16.75,Low Fat,0.021220113,Hard Drinks,55.1298,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1240.3854
FDB26,14.0,Regular,0.031261583,Canned,52.56399999999999,OUT035,2004.0,Small,Tier 2,Supermarket Type1,639.168
FDE53,10.895,Low Fat,0.027032204,Frozen Foods,106.328,OUT017,2007.0,Small,Tier 2,Supermarket Type1,852.2239999999998
FDI34,10.65,Regular,0.08561751699999999,Snack Foods,229.3668,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2303.668
FDI38,13.35,Regular,0.014656564,Canned,208.5638,OUT045,2002.0,Small,Tier 2,Supermarket Type1,2277.7018
DRI51,17.25,Low Fat,0.039978135500000005,Dairy,171.5764,OUT045,2002.0,Small,Tier 2,Supermarket Type1,4637.9628
FDP28,13.65,Regular,0.080804019,Frozen Foods,261.1936,OUT045,2002.0,Small,Tier 2,Supermarket Type1,2348.9424
FDL08,10.8,Low Fat,0.050000257,Fruits and Vegetables,243.9144,OUT017,2007.0,Small,Tier 2,Supermarket Type1,4655.2736
DRK59,8.895,Low Fat,0.07140688966666668,Hard Drinks,232.9616,OUT045,2002.0,Small,Tier 2,Supermarket Type1,2812.3392
DRJ24,11.8,Low Fat,0.113307794,Soft Drinks,187.0924,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1850.924
FDX47,6.55,Regular,0.034800079,Breads,157.5288,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1571.2879999999998
NCO26,7.235,Low Fat,0.077290355,Household,116.9492,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2316.984
FDV38,19.25,Low Fat,0.1017546,Dairy,55.1956,OUT035,2004.0,Small,Tier 2,Supermarket Type1,491.3604
DRI23,18.85,Low Fat,0.13747519,Hard Drinks,158.6578,OUT045,2002.0,Small,Tier 2,Supermarket Type1,3369.6138
FDL33,7.235,Low Fat,0.0944670555,Snack Foods,197.2452,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2348.9424
FDE50,19.7,Regular,0.016202582,Canned,188.2556,OUT035,2004.0,Small,Tier 2,Supermarket Type1,3379.6008
FDT02,12.6,Low Fat,0.024190156,Dairy,34.4874,OUT035,2004.0,Small,Tier 2,Supermarket Type1,494.0236
FDI34,10.65,Regular,0.08530861099999999,Snack Foods,230.2668,OUT045,2002.0,Small,Tier 2,Supermarket Type1,5759.17
FDO15,16.75,Regular,0.008564925,Meat,73.2038,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1404.1722
DRJ25,14.6,Low Fat,0.15087286800000002,Soft Drinks,47.5692,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1379.5376
FDQ34,10.85,Low Fat,0.163160327,Snack Foods,107.4622,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1693.7952
FDH04,6.115,Regular,0.011437302,Frozen Foods,92.4488,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1358.2320000000002
NCK19,9.8,Low Fat,0.090448534,Others,194.5478,,2004.0,Small,Tier 2,Supermarket Type1,774.9912
FDS33,6.67,Regular,0.124126756,Snack Foods,88.9514,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2125.2336
FDH20,16.1,Regular,0.024999711,Fruits and Vegetables,97.841,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1255.033
NCP50,17.35,Low Fat,0.020676141,Others,80.6618,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1208.427
NCW18,15.1,Low Fat,0.059313603,Household,238.1248,OUT035,2004.0,Small,Tier 2,Supermarket Type1,4266.4464
FDB36,5.465,Regular,0.048518008,Baking Goods,132.9626,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2360.9268
DRF01,5.655,Low Fat,0.17504710399999998,Soft Drinks,146.9102,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1895.5326
FDV20,20.2,Regular,0.059790095,Fruits and Vegetables,127.4678,OUT035,2004.0,Small,Tier 2,Supermarket Type1,3560.6984
FDM13,6.425,Low Fat,0.06316338,Breakfast,132.2626,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2098.6016
FDJ52,7.145,Low Fat,0.017887474,Frozen Foods,160.6578,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1765.0358
FDJ56,8.985,Low Fat,0.184440421,Fruits and Vegetables,99.67,OUT017,2007.0,Small,Tier 2,Supermarket Type1,3295.71
NCR54,16.35,Low Fat,0.091074449,Household,196.811,OUT017,2007.0,Small,Tier 2,Supermarket Type1,3338.987
DRM23,16.6,Low Fat,0.136500981,Hard Drinks,172.1255333,OUT017,2007.0,Small,Tier 2,Supermarket Type1,4138.6128
NCM31,6.095,Low Fat,0.081361288,Others,141.9154,,2002.0,Small,Tier 2,Supermarket Type1,2694.4926
FDR45,10.8,Low Fat,0.029107004,Snack Foods,240.5222,OUT017,2007.0,Small,Tier 2,Supermarket Type1,4541.4218
DRD37,9.8,Low Fat,0.013869809,Soft Drinks,47.40600000000001,OUT045,2002.0,Small,Tier 2,Supermarket Type1,978.726
FDZ35,9.6,Regular,0.022274264,Breads,101.699,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2992.771
FDK41,14.3,Low Fat,0.12826315,Frozen Foods,83.4224,,2007.0,Small,Tier 2,Supermarket Type1,681.7792
FDL24,10.3,Regular,0.02494708,Baking Goods,172.3422,OUT045,2002.0,Small,Tier 2,Supermarket Type1,5690.5926
DRI03,6.03,Low Fat,0.022832115,Dairy,176.7028,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1416.8224
FDR20,20.0,Regular,0.028180789,Fruits and Vegetables,46.8744,OUT045,2002.0,Small,Tier 2,Supermarket Type1,905.488
FDN45,19.35,Low Fat,0.118080437,Snack Foods,222.6088,OUT035,2004.0,Small,Tier 2,Supermarket Type1,6040.1376
DRZ11,8.85,Regular,0.113302223,Soft Drinks,122.6138,OUT017,2007.0,Small,Tier 2,Supermarket Type1,1114.5492
DRF03,19.1,Low Fat,0.045400017,Dairy,38.8138,OUT045,2002.0,Small,Tier 2,Supermarket Type1,690.4346
NCF30,17.0,Low Fat,0.126958147,Household,125.8362,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2516.724
FDB45,20.85,Low Fat,0.02137305,Fruits and Vegetables,103.3306,OUT045,2002.0,Small,Tier 2,Supermarket Type1,522.653
FDR15,9.3,Regular,0.033505804,Meat,153.4314,OUT045,2002.0,Small,Tier 2,Supermarket Type1,2482.1024
FDO38,17.25,Low Fat,0.072986772,Canned,78.8986,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1635.8706
DRC24,17.85,Low Fat,0.024961677,Soft Drinks,153.1998,OUT017,2007.0,Small,Tier 2,Supermarket Type1,3383.5956
FDK22,9.8,Low Fat,0.026081567000000003,Snack Foods,217.585,OUT035,2004.0,Small,Tier 2,Supermarket Type1,4327.7
NCL29,9.695,Low Fat,0.113917889,Health and Hygiene,158.2604,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2693.8268
FDR09,18.25,Low Fat,0.077709902,Snack Foods,259.6962,OUT035,2004.0,Small,Tier 2,Supermarket Type1,5438.9202
FDM10,18.25,Low Fat,0.076125668,Snack Foods,214.0218,OUT045,2002.0,Small,Tier 2,Supermarket Type1,2564.6616
DRJ49,6.865,Low Fat,0.014021626,Soft Drinks,127.1652,OUT045,2002.0,Small,Tier 2,Supermarket Type1,1291.652
FDO34,17.7,Low Fat,0.029933275,Snack Foods,169.0816,OUT035,2004.0,Small,Tier 2,Supermarket Type1,5201.2296
FDY27,6.38,Low Fat,0.031962866,Dairy,178.0344,OUT045,2002.0,Small,Tier 2,Supermarket Type1,535.3032
FDD56,15.2,Regular,0.103758647,Fruits and Vegetables,177.0054,OUT035,2004.0,Small,Tier 2,Supermarket Type1,2976.7918
FDX24,8.355,Low Fat,0.013926425,Baking Goods,93.0462,OUT035,2004.0,Small,Tier 2,Supermarket Type1,1110.5544
NCQ17,10.3,Low Fat,0.117593973,Health and Hygiene,154.463,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2503.408
FDH44,19.1,Regular,0.026018497,Fruits and Vegetables,148.2418,OUT017,2007.0,Small,Tier 2,Supermarket Type1,3089.9778
NCO53,16.2,Low Fat,0.17617540199999998,Health and Hygiene,184.0608,OUT017,2007.0,Small,Tier 2,Supermarket Type1,2021.3688
